lat,long,prof_km,mag_m,mag_ms,mag_mw,type,fecha,hora
-9.5,-79.5,40,0.0,5.2,0.0,historico,1951-01-02,18:12:04
-11.8,-77.5,40,4.6,0.0,0.0,historico,1951-01-09,21:52:00
-14.3,-75.8,80,4.3,0.0,0.0,historico,1951-01-16,11:21:00
-14.3,-75.8,80,4.8,0.0,0.0,historico,1951-01-17,12:00:00
-12.4,-77.5,40,4.6,0.0,0.0,historico,1951-01-19,08:20:00
-12.6,-77.4,30,4.3,0.0,0.0,historico,1951-02-02,09:00:00
-11.9,-77.1,30,4.1,0.0,0.0,historico,1951-02-04,06:06:00
-11.9,-77.1,30,4.4,0.0,0.0,historico,1951-02-09,20:56:00
-10.9,-78.0,40,4.3,0.0,0.0,historico,1951-02-21,08:23:00
-14.3,-75.8,80,4.6,0.0,0.0,historico,1951-03-03,20:15:00
-15.439,-73.458,100,5.9,6.9,0.0,historico,1951-03-04,06:17:33
-15.5,-74.0,90,4.6,0.0,0.0,historico,1951-03-04,12:27:00
-5.52,-79.0,20,3.8,0.0,0.0,historico,1951-03-06,05:45:00
-12.4,-77.5,40,4.4,0.0,0.0,historico,1951-03-11,00:28:00
-14.0,-70.0,200,5.2,0.0,0.0,historico,1951-03-11,04:08:14
-14.9,-75.1,90,4.7,0.0,0.0,historico,1951-03-13,02:45:00
-13.75,-71.65,25,3.4,0.0,0.0,historico,1951-03-13,04:00:00
-12.4,-77.6,40,4.4,0.0,0.0,historico,1951-03-14,01:20:00
-13.1,-77.0,40,4.8,0.0,0.0,historico,1951-03-17,14:25:00
-12.4,-77.5,40,4.1,0.0,0.0,historico,1951-03-19,12:05:00
-12.4,-77.4,40,4.0,0.0,0.0,historico,1951-03-21,23:30:00
-14.0,-76.0,80,5.0,0.0,0.0,historico,1951-03-29,04:48:00
-16.7,-71.4,20,4.0,0.0,0.0,historico,1951-04-06,20:16:00
-17.2,-71.2,30,4.2,0.0,0.0,historico,1951-04-08,14:31:00
-9.59,-77.51,25,3.3,0.0,0.0,historico,1951-04-17,06:55:00
-14.3,-75.8,80,4.8,0.0,0.0,historico,1951-04-21,22:40:00
-17.3,-70.65,30,3.8,0.0,0.0,historico,1951-04-23,08:20:00
-16.5,-71.7,25,4.0,0.0,0.0,historico,1951-04-30,07:11:00
-12.4,-77.5,40,4.6,0.0,0.0,historico,1951-05-01,23:45:00
-11.25,-74.9,100,4.9,0.0,0.0,historico,1951-05-03,14:54:00
-11.0,-74.0,83,4.9,0.0,0.0,historico,1951-05-10,04:50:00
-8.5,-77.37,20,3.7,0.0,0.0,historico,1951-05-18,12:20:00
-11.1,-74.8,30,4.3,0.0,0.0,historico,1951-05-23,03:50:00
-16.0,-72.8,20,4.2,0.0,0.0,historico,1951-05-24,13:25:00
-12.4,-77.4,40,4.0,0.0,0.0,historico,1951-06-06,12:10:00
-14.3,-75.8,80,4.9,0.0,0.0,historico,1951-06-18,04:32:00
-8.3,-79.8,0,5.5,0.0,0.0,historico,1951-06-23,20:44:26
-16.2,-71.8,30,3.7,0.0,0.0,historico,1951-07-03,06:15:00
-12.4,-77.5,40,4.6,0.0,0.0,historico,1951-07-03,08:19:00
-4.0,-81.3,30,4.8,0.0,0.0,historico,1951-07-13,23:59:00
-16.6,-71.6,40,4.8,0.0,0.0,historico,1951-07-23,00:02:00
-13.6,-76.6,80,4.7,0.0,0.0,historico,1951-08-10,19:00:00
-17.4,-70.4,30,3.9,0.0,0.0,historico,1951-08-14,03:15:00
-7.5,-79.8,40,4.2,0.0,0.0,historico,1951-08-20,03:40:00
-16.6,-71.6,40,3.8,0.0,0.0,historico,1951-08-21,11:00:00
-11.2,-77.9,40,3.8,0.0,0.0,historico,1951-08-22,18:20:00
-16.2,-72.4,30,4.0,0.0,0.0,historico,1951-08-27,00:00:00
-8.55,-77.34,20,4.1,0.0,0.0,historico,1951-08-30,09:30:00
-4.4,-81.6,30,4.6,0.0,0.0,historico,1951-09-04,18:45:00
-8.9,-75.7,40,4.4,0.0,0.0,historico,1951-09-10,07:15:00
-8.1,-79.4,40,4.7,0.0,0.0,historico,1951-09-14,00:29:00
-4.0,-81.4,30,4.6,0.0,0.0,historico,1951-09-19,20:00:00
-4.2,-81.2,30,4.1,0.0,0.0,historico,1951-09-20,02:37:00
-8.2,-79.3,40,4.1,0.0,0.0,historico,1951-09-25,09:05:00
-14.3,-75.8,80,4.8,0.0,0.0,historico,1951-09-28,04:28:00
-14.2,-75.8,80,4.3,0.0,0.0,historico,1951-10-01,04:12:00
-17.9,-70.8,63,5.8,0.0,0.0,historico,1951-10-03,06:07:09
-2.0,-77.0,0,0.0,5.9,0.0,historico,1951-10-12,13:22:36
-16.596,-71.796,30,3.8,0.0,0.0,historico,1951-11-09,17:10:00
-12.8,-77.0,40,4.4,0.0,0.0,historico,1951-11-16,08:13:00
-12.3,-77.4,40,4.2,0.0,0.0,historico,1951-11-23,00:42:30
-16.55,-71.6,30,4.0,0.0,0.0,historico,1951-12-05,00:55:00
-8.2,-79.3,40,4.8,0.0,0.0,historico,1951-12-13,20:48:00
-15.5,-74.8,60,4.0,0.0,0.0,historico,1952-01-05,07:00:00
-4.26,-80.06,100,0.0,6.5,0.0,historico,1952-01-15,02:00:51
-7.3,-79.9,50,5.0,0.0,0.0,historico,1952-01-24,11:40:00
-12.3,-77.4,40,4.4,0.0,0.0,historico,1952-01-28,15:15:00
-6.2,-77.3,40,3.8,0.0,0.0,historico,1952-01-30,05:00:00
-9.6,-77.51,20,3.2,0.0,0.0,historico,1952-02-03,01:38:00
-10.65,-75.5,28,4.2,0.0,0.0,historico,1952-02-08,23:13:00
-12.3,-77.4,40,4.2,0.0,0.0,historico,1952-02-17,10:46:00
-15.738,-70.657,200,5.6,0.0,0.0,historico,1952-02-26,06:31:00
-16.6,-71.6,30,3.7,0.0,0.0,historico,1952-02-26,07:04:00
-7.5,-79.8,40,4.2,0.0,0.0,historico,1952-03-13,09:15:00
-16.2,-72.4,30,4.0,0.0,0.0,historico,1952-03-15,03:49:00
-10.8,-75.2,150,5.0,0.0,0.0,historico,1952-03-23,02:11:00
-10.8,-75.2,150,4.5,0.0,0.0,historico,1952-03-23,03:25:00
-6.16,-78.85,20,3.4,0.0,0.0,historico,1952-03-31,07:25:00
-12.4,-77.4,40,4.0,0.0,0.0,historico,1952-03-31,15:01:00
-9.0,-71.0,603,0.0,5.8,0.0,historico,1952-04-07,19:19:07
-17.2,-70.7,30,4.2,0.0,0.0,historico,1952-04-13,07:50:00
-12.4,-77.4,40,4.0,0.0,0.0,historico,1952-04-14,01:51:00
-12.0,-76.7,90,5.0,0.0,0.0,historico,1952-04-21,04:11:00
-12.4,-77.4,40,4.2,0.0,0.0,historico,1952-05-02,13:35:00
-14.203,-76.323,50,0.0,6.4,0.0,historico,1952-05-03,07:14:11
-14.3,-75.8,80,4.8,0.0,0.0,historico,1952-05-03,15:41:00
-14.3,-75.8,80,4.6,0.0,0.0,historico,1952-05-04,11:58:00
-16.9,-70.3,96,4.3,0.0,0.0,historico,1952-05-08,04:38:58
-15.6,-73.1,30,3.8,0.0,0.0,historico,1952-05-10,08:54:00
-18.1,-70.0,30,4.2,0.0,0.0,historico,1952-05-23,05:03:00
-18.02,-70.25,0,5.9,0.0,0.0,historico,1952-05-23,20:59:00
-18.1,-70.0,30,3.2,0.0,0.0,historico,1952-05-25,09:30:00
-18.1,-70.0,30,3.7,0.0,0.0,historico,1952-05-26,02:44:00
-12.4,-77.4,40,4.5,0.0,0.0,historico,1952-06-08,00:31:00
-8.8,-77.4,25,3.8,0.0,0.0,historico,1952-06-20,11:33:00
-12.4,-77.4,40,4.8,0.0,0.0,historico,1952-06-23,03:44:00
-12.4,-77.4,40,4.0,0.0,0.0,historico,1952-06-26,03:10:00
-13.55,-71.97,25,3.6,0.0,0.0,historico,1952-07-06,02:00:00
-12.4,-77.4,40,4.8,0.0,0.0,historico,1952-07-11,02:40:00
-12.4,-77.4,40,4.5,0.0,0.0,historico,1952-07-16,22:40:00
-12.4,-77.4,40,4.0,0.0,0.0,historico,1952-07-17,10:14:00
-11.6,-77.8,40,4.7,0.0,0.0,historico,1952-07-22,13:05:00
-12.4,-77.4,40,4.7,0.0,0.0,historico,1952-07-26,21:18:00
-15.6,-74.8,60,4.2,0.0,0.0,historico,1952-07-27,13:35:00
-12.3,-77.4,40,4.3,0.0,0.0,historico,1952-08-02,23:22:00
-12.05,-77.5,30,4.1,0.0,0.0,historico,1952-08-03,13:14:00
-12.05,-77.5,30,4.6,0.0,0.0,historico,1952-08-06,08:36:00
-12.05,-77.5,30,4.4,0.0,0.0,historico,1952-08-14,01:25:00
-12.05,-77.5,30,4.4,0.0,0.0,historico,1952-08-18,09:24:00
-12.05,-77.5,30,3.8,0.0,0.0,historico,1952-08-22,17:50:00
-13.55,-71.97,20,3.6,0.0,0.0,historico,1952-08-26,05:45:00
-8.9,-75.7,40,4.4,0.0,0.0,historico,1952-09-11,07:03:00
-16.8,-71.3,30,4.3,0.0,0.0,historico,1952-09-20,21:33:00
-7.4,-79.8,40,4.8,0.0,0.0,historico,1952-09-23,03:08:00
-12.05,-77.5,30,4.1,0.0,0.0,historico,1952-09-27,17:41:00
-12.05,-77.5,30,3.9,0.0,0.0,historico,1952-10-12,07:34:00
-11.25,-74.9,100,4.5,0.0,0.0,historico,1952-10-14,09:53:00
-12.4,-77.4,40,4.0,0.0,0.0,historico,1952-11-08,01:01:00
-11.7,-78.0,40,4.6,0.0,0.0,historico,1952-11-18,09:35:00
-17.4,-70.5,30,3.6,0.0,0.0,historico,1952-12-12,21:54:00
-11.25,-74.9,100,4.8,0.0,0.0,historico,1952-12-16,23:40:00
-12.05,-77.5,30,3.9,0.0,0.0,historico,1952-12-31,15:42:00
-8.5,-79.2,40,4.5,0.0,0.0,historico,1953-01-09,02:00:00
-4.4,-81.6,30,4.9,0.0,0.0,historico,1953-01-09,11:14:00
-11.95,-76.55,30,3.0,0.0,0.0,historico,1953-01-11,09:17:00
-12.05,-77.5,30,3.9,0.0,0.0,historico,1953-01-18,07:52:00
-12.05,-77.5,30,3.9,0.0,0.0,historico,1953-02-05,17:13:00
-16.7,-71.0,120,4.8,0.0,0.0,historico,1953-02-11,07:11:00
-11.7,-78.0,40,4.6,0.0,0.0,historico,1953-02-28,02:36:00
-11.7,-78.0,40,4.8,0.0,0.0,historico,1953-02-28,14:50:00
-12.13,-76.87,20,3.7,0.0,0.0,historico,1953-03-07,00:25:00
-7.7,-79.6,30,4.6,0.0,0.0,historico,1953-03-07,22:05:00
-12.0,-77.2,30,4.1,0.0,0.0,historico,1953-03-11,00:43:00
-12.0,-77.2,30,4.4,0.0,0.0,historico,1953-03-13,00:05:00
-10.2,-75.0,30,3.7,0.0,0.0,historico,1953-04-04,06:20:00
-15.6,-74.8,60,4.2,0.0,0.0,historico,1953-04-08,08:45:00
-16.7,-71.5,40,3.5,0.0,0.0,historico,1953-04-09,14:48:00
-16.7,-71.5,40,3.5,0.0,0.0,historico,1953-04-13,14:35:00
-8.2,-71.0,61,0.0,6.6,0.0,historico,1953-04-14,08:29:26
-16.5,-71.7,25,3.1,0.0,0.0,historico,1953-04-14,13:50:00
-16.6,-71.5,40,3.4,0.0,0.0,historico,1953-04-14,21:00:00
-5.315,-77.702,80,5.6,6.0,0.0,historico,1953-04-16,19:02:50
-11.25,-74.9,100,4.8,0.0,0.0,historico,1953-04-23,09:18:00
-18.2,-69.95,30,4.1,0.0,0.0,historico,1953-04-24,02:55:00
-16.6,-71.5,35,3.8,0.0,0.0,historico,1953-04-24,05:01:00
-7.3,-78.46,20,4.2,0.0,0.0,historico,1953-04-25,19:28:00
-17.2,-71.1,20,4.9,0.0,0.0,historico,1953-05-02,18:50:00
-16.75,-71.4,40,3.5,0.0,0.0,historico,1953-05-06,04:55:00
-9.3,-78.9,40,4.4,0.0,0.0,historico,1953-05-11,19:09:00
-16.6,-71.6,40,3.4,0.0,0.0,historico,1953-05-24,23:54:00
-17.2,-72.3,30,4.5,0.0,0.0,historico,1953-05-27,02:45:00
-9.3,-78.2,90,0.0,5.0,0.0,historico,1953-05-28,15:49:00
-15.6,-74.8,60,4.2,0.0,0.0,historico,1953-05-29,07:38:00
-12.0,-76.8,90,4.6,0.0,0.0,historico,1953-05-30,10:07:00
-6.0,-77.4,50,4.0,0.0,0.0,historico,1953-06-03,21:37:00
-16.6,-71.6,40,4.4,0.0,0.0,historico,1953-06-04,05:10:00
-11.95,-76.55,25,3.3,0.0,0.0,historico,1953-06-05,02:50:00
-8.5,-74.4,230,4.8,0.0,0.0,historico,1953-06-15,17:33:00
-5.0,-79.43,25,3.1,0.0,0.0,historico,1953-06-17,10:30:00
-9.2,-78.9,40,4.3,0.0,0.0,historico,1953-06-17,18:45:00
-16.65,-71.5,40,3.4,0.0,0.0,historico,1953-06-18,04:20:00
-15.8,-74.6,50,4.3,0.0,0.0,historico,1953-06-21,14:00:00
-16.6,-71.6,25,3.6,0.0,0.0,historico,1953-06-23,16:15:00
-11.55,-76.8,70,4.5,0.0,0.0,historico,1953-06-26,22:58:00
-11.4,-74.7,120,4.5,0.0,0.0,historico,1953-07-01,20:02:00
-11.95,-76.55,30,3.0,0.0,0.0,historico,1953-07-15,23:05:00
-15.6,-74.8,60,4.3,0.0,0.0,historico,1953-07-16,10:10:00
-16.63,-71.5,35,4.3,0.0,0.0,historico,1953-07-17,23:25:00
-5.5,-78.99,20,3.6,0.0,0.0,historico,1953-07-18,07:08:00
-16.65,-71.5,40,3.4,0.0,0.0,historico,1953-07-28,00:30:00
-9.44,-77.55,25,3.3,0.0,0.0,historico,1953-07-28,01:10:00
-8.9,-75.7,40,4.2,0.0,0.0,historico,1953-08-04,00:26:00
-16.68,-71.6,30,3.3,0.0,0.0,historico,1953-08-07,05:29:00
-11.9,-76.54,30,3.0,0.0,0.0,historico,1953-08-14,12:15:00
-12.85,-77.168,40,4.6,0.0,0.0,historico,1953-08-17,07:41:00
-16.66,-71.5,25,3.2,0.0,0.0,historico,1953-08-21,05:29:00
-11.9,-76.54,30,3.0,0.0,0.0,historico,1953-08-21,23:30:00
-14.9,-75.1,80,4.8,0.0,0.0,historico,1953-08-22,12:48:00
-16.9,-72.6,50,4.2,0.0,0.0,historico,1953-08-28,19:13:00
-13.6,-76.6,80,4.9,0.0,0.0,historico,1953-09-11,14:32:00
-11.25,-74.9,100,4.1,0.0,0.0,historico,1953-09-16,07:39:00
-17.1,-71.1,30,3.1,0.0,0.0,historico,1953-09-17,21:00:00
-13.37,-75.29,25,3.2,0.0,0.0,historico,1953-09-21,05:04:00
-16.5,-71.6,30,3.1,0.0,0.0,historico,1953-09-28,01:00:00
-15.7,-74.9,30,3.7,0.0,0.0,historico,1953-09-28,18:31:00
-16.63,-71.55,40,3.4,0.0,0.0,historico,1953-10-05,07:18:00
-16.68,-71.48,35,3.4,0.0,0.0,historico,1953-10-06,03:18:00
-17.4,-70.6,30,3.0,0.0,0.0,historico,1953-10-11,22:15:00
-16.68,-71.48,35,3.4,0.0,0.0,historico,1953-10-12,19:15:00
-12.4,-77.5,40,4.1,0.0,0.0,historico,1953-10-20,20:48:00
-12.4,-77.5,40,4.1,0.0,0.0,historico,1953-10-23,07:09:00
-13.9,-72.3,20,3.3,0.0,0.0,historico,1953-11-01,16:08:00
-13.9,-72.3,20,4.0,0.0,0.0,historico,1953-11-02,02:00:00
-14.3,-75.8,80,4.6,0.0,0.0,historico,1953-11-06,07:50:00
-11.7,-78.0,40,4.6,0.0,0.0,historico,1953-11-06,12:22:00
-12.05,-76.6,25,3.4,0.0,0.0,historico,1953-11-10,16:13:00
-12.0,-76.5,30,3.1,0.0,0.0,historico,1953-11-13,12:05:00
-9.2,-78.9,40,4.3,0.0,0.0,historico,1953-11-18,13:07:00
-15.7,-74.9,30,3.7,0.0,0.0,historico,1953-11-28,06:10:00
-16.7,-71.45,25,3.8,0.0,0.0,historico,1953-11-29,04:00:00
-12.4,-77.4,40,4.0,0.0,0.0,historico,1953-11-30,00:04:00
-8.3,-79.3,40,4.3,0.0,0.0,historico,1953-12-03,06:05:00
-14.3,-75.8,80,4.8,0.0,0.0,historico,1953-12-03,10:13:00
-7.9,-79.6,40,4.5,0.0,0.0,historico,1953-12-05,10:32:00
-9.2,-78.9,40,4.3,0.0,0.0,historico,1953-12-06,18:19:00
-16.77,-71.4,25,3.4,0.0,0.0,historico,1953-12-07,06:25:00
-5.0,-79.43,25,3.1,0.0,0.0,historico,1953-12-12,10:00:00
-3.88,-80.45,30,6.7,7.8,0.0,historico,1953-12-12,12:31:25
-3.4,-80.6,30,4.7,0.0,0.0,historico,1953-12-12,20:07:00
-3.4,-80.6,30,4.1,0.0,0.0,historico,1953-12-14,03:30:00
-16.66,-71.5,25,4.2,0.0,0.0,historico,1953-12-16,16:52:00
-16.7,-71.45,30,3.3,0.0,0.0,historico,1953-12-17,01:00:00
-16.67,-71.5,35,3.6,0.0,0.0,historico,1953-12-17,19:51:00
-6.5,-79.25,25,3.8,0.0,0.0,historico,1953-12-17,21:15:00
-3.4,-80.6,30,3.5,0.0,0.0,historico,1953-12-17,22:50:00
-12.0,-76.9,90,4.3,0.0,0.0,historico,1953-12-18,01:07:00
-8.9,-79.0,40,4.6,0.0,0.0,historico,1953-12-22,06:50:00
-12.0,-76.5,30,3.3,0.0,0.0,historico,1953-12-23,17:20:00
-9.2,-78.9,40,3.8,0.0,0.0,historico,1953-12-24,08:32:00
-9.55,-77.15,20,3.9,0.0,0.0,historico,1953-12-25,01:45:00
-11.7,-78.0,40,4.1,0.0,0.0,historico,1954-01-04,14:15:00
-12.0,-76.9,90,4.3,0.0,0.0,historico,1954-01-08,05:40:00
-9.2,-78.9,40,4.6,0.0,0.0,historico,1954-01-08,13:50:00
-17.15,-71.1,30,3.1,0.0,0.0,historico,1954-01-17,18:23:00
-12.0,-76.5,25,3.2,0.0,0.0,historico,1954-01-19,14:52:00
-16.76,-71.4,25,3.4,0.0,0.0,historico,1954-01-21,00:30:00
-12.4,-77.4,30,3.9,0.0,0.0,historico,1954-01-22,01:14:00
-9.2,-78.9,40,4.3,0.0,0.0,historico,1954-01-22,02:00:00
-9.2,-78.9,40,4.6,0.0,0.0,historico,1954-01-22,23:30:00
-12.0,-76.9,90,4.3,0.0,0.0,historico,1954-01-26,01:10:00
-17.5,-70.0,120,5.1,0.0,0.0,historico,1954-02-12,05:08:46
-6.8,-76.8,30,4.3,0.0,0.0,historico,1954-02-12,21:00:00
-13.6,-76.6,80,4.2,0.0,0.0,historico,1954-02-15,21:30:00
-12.0,-76.5,30,3.1,0.0,0.0,historico,1954-02-26,05:51:00
-16.7,-71.45,15,3.6,0.0,0.0,historico,1954-02-28,01:15:00
-12.0,-76.5,30,3.1,0.0,0.0,historico,1954-03-01,17:13:00
-16.67,-71.5,40,3.7,0.0,0.0,historico,1954-03-21,11:12:00
-17.4,-70.5,30,4.0,0.0,0.0,historico,1954-03-22,17:50:00
-9.2,-78.9,40,4.1,0.0,0.0,historico,1954-03-23,20:00:00
-13.6,-72.3,30,3.9,0.0,0.0,historico,1954-04-07,12:51:00
-15.0,-69.5,223,4.7,0.0,0.0,historico,1954-04-09,01:17:37
-16.77,-71.4,25,3.9,0.0,0.0,historico,1954-04-19,00:15:00
-17.0,-71.2,30,3.8,0.0,0.0,historico,1954-04-19,06:30:00
-16.77,-71.4,25,3.9,0.0,0.0,historico,1954-04-19,09:20:00
-16.7,-71.45,35,3.4,0.0,0.0,historico,1954-05-03,17:05:00
-13.55,-71.97,30,3.0,0.0,0.0,historico,1954-05-05,03:40:00
-12.4,-77.5,40,4.1,0.0,0.0,historico,1954-05-06,14:58:00
-5.8,-77.3,30,3.9,0.0,0.0,historico,1954-05-09,10:26:00
-17.4,-70.5,30,3.6,0.0,0.0,historico,1954-05-10,09:40:00
-12.0,-76.8,90,5.0,0.0,0.0,historico,1954-05-11,21:50:00
-9.2,-78.9,40,4.6,0.0,0.0,historico,1954-05-18,10:45:00
-16.45,-71.75,25,4.2,0.0,0.0,historico,1954-05-20,19:59:00
-16.75,-71.4,30,3.4,0.0,0.0,historico,1954-05-20,20:09:00
-16.25,-71.8,15,4.6,0.0,0.0,historico,1954-05-24,19:20:00
-12.0,-68.0,0,0.0,5.7,0.0,historico,1954-05-29,07:11:37
-16.25,-71.9,15,3.9,0.0,0.0,historico,1954-05-29,13:30:00
-16.25,-71.9,40,3.4,0.0,0.0,historico,1954-05-30,00:28:00
-13.5,-72.7,25,4.1,0.0,0.0,historico,1954-06-01,21:15:00
-16.65,-71.5,25,3.9,0.0,0.0,historico,1954-06-12,02:54:00
-6.233,-77.077,100,5.8,6.6,0.0,historico,1954-06-15,08:29:59
-16.67,-71.4,30,3.3,0.0,0.0,historico,1954-06-30,00:30:00
-12.4,-77.5,40,4.1,0.0,0.0,historico,1954-07-05,11:37:00
-12.3,-77.5,30,4.3,0.0,0.0,historico,1954-07-07,15:44:00
-8.44,-77.52,25,3.7,0.0,0.0,historico,1954-07-08,04:00:00
-16.67,-71.4,30,3.3,0.0,0.0,historico,1954-07-08,09:22:00
-16.6,-71.6,15,4.6,0.0,0.0,historico,1954-07-10,00:20:00
-15.9,-73.2,20,4.4,0.0,0.0,historico,1954-07-13,16:54:00
-12.3,-77.5,30,3.9,0.0,0.0,historico,1954-07-22,05:42:00
-16.25,-71.8,30,3.3,0.0,0.0,historico,1954-08-02,02:00:00
-16.25,-71.8,30,3.3,0.0,0.0,historico,1954-08-04,04:35:00
-18.5,-69.0,140,0.0,6.2,0.0,historico,1954-08-07,04:37:24
-13.5,-71.2,15,3.8,0.0,0.0,historico,1954-08-07,15:10:00
-11.5,-77.9,40,4.3,0.0,0.0,historico,1954-08-14,18:30:00
-13.2,-77.4,30,4.7,0.0,0.0,historico,1954-08-29,03:30:00
-12.3,-77.5,40,4.2,0.0,0.0,historico,1954-08-31,11:56:00
-13.6,-76.6,80,4.7,0.0,0.0,historico,1954-09-19,13:45:00
-11.803,-77.362,40,4.8,0.0,0.0,historico,1954-09-20,09:34:00
-16.6,-71.45,30,3.2,0.0,0.0,historico,1954-09-25,20:35:00
-10.9,-78.1,40,4.2,0.0,0.0,historico,1954-09-26,04:00:00
-11.95,-77.6,40,4.3,0.0,0.0,historico,1954-10-02,18:23:00
-5.95,-77.0,100,5.0,0.0,0.0,historico,1954-10-08,02:41:00
-12.3,-77.5,40,4.2,0.0,0.0,historico,1954-10-14,22:36:00
-17.4,-70.5,30,3.1,0.0,0.0,historico,1954-10-20,06:12:00
-14.3,-75.8,80,4.6,0.0,0.0,historico,1954-10-26,10:00:00
-16.6,-71.45,30,3.2,0.0,0.0,historico,1954-11-07,04:47:00
-16.4,-71.8,30,3.3,0.0,0.0,historico,1954-11-09,16:45:00
-16.4,-71.8,30,4.0,0.0,0.0,historico,1954-11-12,01:30:00
-12.3,-77.5,40,4.0,0.0,0.0,historico,1954-12-03,13:46:00
-16.28,-71.7,30,4.1,0.0,0.0,historico,1954-12-05,02:28:00
-12.3,-77.5,40,4.3,0.0,0.0,historico,1954-12-07,06:10:00
-12.4,-77.5,40,4.1,0.0,0.0,historico,1954-12-12,18:48:00
-5.6,-80.3,90,4.8,0.0,0.0,historico,1954-12-17,16:00:00
-16.28,-71.7,30,3.2,0.0,0.0,historico,1954-12-19,04:00:00
-17.1,-71.15,30,3.9,0.0,0.0,historico,1954-12-19,05:25:00
-8.69,-77.25,20,3.8,0.0,0.0,historico,1954-12-26,03:15:00
-16.5,-71.66,20,4.4,0.0,0.0,historico,1954-12-28,12:00:00
-12.4,-77.5,40,4.1,0.0,0.0,historico,1954-12-31,13:29:00
-12.4,-77.5,40,4.1,0.0,0.0,historico,1955-01-01,12:30:00
-15.0,-75.4,64,0.0,5.9,0.0,historico,1955-01-03,13:41:57
-14.4,-71.49,25,3.8,0.0,0.0,historico,1955-01-07,22:00:00
-14.4,-71.49,30,3.2,0.0,0.0,historico,1955-01-08,02:00:00
-11.5,-77.8,40,3.7,0.0,0.0,historico,1955-02-16,11:30:00
-4.0,-79.0,0,0.0,5.7,0.0,historico,1955-02-17,03:48:34
-12.0,-76.5,30,3.1,0.0,0.0,historico,1955-02-17,11:06:00
-13.5,-71.2,15,3.8,0.0,0.0,historico,1955-02-20,07:20:00
-12.0,-76.5,30,3.1,0.0,0.0,historico,1955-02-27,19:36:00
-12.1,-76.8,90,4.8,0.0,0.0,historico,1955-03-09,08:20:00
-12.7,-77.5,40,4.3,0.0,0.0,historico,1955-03-10,18:19:00
-9.2,-78.9,40,4.9,0.0,0.0,historico,1955-03-15,01:25:00
-16.25,-71.8,30,3.6,0.0,0.0,historico,1955-03-16,04:30:00
-16.25,-71.8,30,3.8,0.0,0.0,historico,1955-03-20,23:50:00
-4.0,-80.7,30,4.2,0.0,0.0,historico,1955-04-19,04:59:00
-7.1,-80.4,30,4.7,0.0,0.0,historico,1955-04-24,19:24:00
-12.0,-76.5,30,3.3,0.0,0.0,historico,1955-05-01,21:57:00
-4.4,-81.5,30,4.1,0.0,0.0,historico,1955-05-04,12:00:00
-16.25,-71.8,30,3.8,0.0,0.0,historico,1955-05-23,08:30:00
-12.4,-77.5,40,4.6,0.0,0.0,historico,1955-06-03,12:33:00
-11.73,-76.66,30,3.8,0.0,0.0,historico,1955-06-12,09:51:00
-13.5,-72.0,20,4.1,0.0,0.0,historico,1955-06-19,21:00:00
-7.0,-80.5,40,4.2,0.0,0.0,historico,1955-06-23,12:30:00
-16.2,-71.9,40,3.4,0.0,0.0,historico,1955-07-02,14:50:00
-12.4,-77.5,30,4.0,0.0,0.0,historico,1955-07-05,03:46:00
-12.1,-76.8,90,4.6,0.0,0.0,historico,1955-07-05,12:14:00
-12.4,-77.4,40,4.0,0.0,0.0,historico,1955-07-05,19:45:00
-14.0,-78.5,50,5.0,0.0,0.0,historico,1955-07-16,08:31:43
-15.4,-74.0,60,5.9,6.8,0.0,historico,1955-07-21,06:45:40
-9.2,-78.9,40,4.3,0.0,0.0,historico,1955-08-04,12:26:00
-9.0,-71.0,650,0.0,5.7,0.0,historico,1955-08-19,11:28:50
-11.5,-75.0,30,4.2,0.0,0.0,historico,1955-08-20,13:32:00
-17.2,-70.9,25,4.1,0.0,0.0,historico,1955-08-26,21:49:00
-14.3,-75.8,80,4.6,0.0,0.0,historico,1955-08-29,04:45:00
-14.3,-75.8,80,4.3,0.0,0.0,historico,1955-08-29,06:15:00
-12.05,-76.6,30,3.5,0.0,0.0,historico,1955-08-30,06:57:00
-11.73,-76.66,30,3.1,0.0,0.0,historico,1955-08-31,05:20:00
-11.73,-76.66,30,3.4,0.0,0.0,historico,1955-09-06,14:00:00
-8.9,-75.7,30,4.3,0.0,0.0,historico,1955-09-11,21:52:00
-12.0,-76.5,30,4.0,0.0,0.0,historico,1955-09-13,17:15:00
-15.122,-73.029,25,4.6,0.0,0.0,historico,1955-10-09,16:03:00
-11.295,-76.608,30,4.0,0.0,0.0,historico,1955-10-28,05:32:00
-16.6,-71.7,30,3.3,0.0,0.0,historico,1955-11-05,10:30:00
-12.1,-76.7,90,4.5,0.0,0.0,historico,1955-11-07,14:57:00
-16.6,-71.7,30,3.3,0.0,0.0,historico,1955-11-11,03:50:00
-7.0,-80.5,40,4.8,0.0,0.0,historico,1955-11-26,15:40:00
-16.6,-71.7,30,3.8,0.0,0.0,historico,1955-12-08,05:00:00
-4.4,-81.6,30,4.5,0.0,0.0,historico,1955-12-14,15:50:00
-12.4,-77.5,30,4.0,0.0,0.0,historico,1955-12-22,06:17:00
-19.0,-70.0,11,6.3,7.1,0.0,historico,1956-01-08,15:54:13
-5.0,-79.5,33,5.3,0.0,0.0,historico,1956-02-18,05:24:20
-3.531,-78.849,35,5.8,6.5,0.0,historico,1956-03-22,01:33:55
